,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
ARRB22,0.000612219,0.299747425,0.625,0.253,1,7,ARRB2
PPM1G,0.000614669,0.365344165,0.438,0.157,1,7,PPM1G
M6PR1,0.000633837,0.359954612,0.562,0.218,1,7,M6PR
ATRX,0.000634434,0.386426206,0.312,0.099,1,7,ATRX
SEC61G,0.000635507,0.768496885,0.344,0.118,1,7,SEC61G
CANX,0.000638415,0.476526404,0.406,0.145,1,7,CANX
C9orf1422,0.000649583,0.53390263,0.562,0.238,1,7,C9orf142
ACADVL,0.000654,0.546694398,0.312,0.101,1,7,ACADVL
ZBTB7A,0.000661402,0.744114845,0.25,0.074,1,7,ZBTB7A
POLR2H,0.000662868,0.486036858,0.281,0.086,1,7,POLR2H
GLO1,0.000677199,0.528648843,0.375,0.131,1,7,GLO1
ARHGAP41,0.000684958,0.818217741,0.344,0.122,1,7,ARHGAP4
ZNF22,0.000685156,0.653725545,0.281,0.087,1,7,ZNF22
MRPS16,0.000687607,0.557734889,0.344,0.117,1,7,MRPS16
TWF21,0.000707562,0.438312764,0.469,0.18,1,7,TWF2
PPP1CB,0.000707599,0.703771419,0.25,0.074,1,7,PPP1CB
MED28,0.000714505,0.560169141,0.438,0.167,1,7,MED28
ALKBH5,0.000715672,0.382589563,0.344,0.114,1,7,ALKBH5
SRP72,0.000724703,0.409347297,0.438,0.162,1,7,SRP72
MSRB12,0.000729558,0.765121721,0.312,0.106,1,7,MSRB1
PPIB2,0.000735334,0.587643648,0.844,0.472,1,7,PPIB
ANP32A,0.000754447,0.471619669,0.5,0.193,1,7,ANP32A
XRN2,0.000764982,0.643112783,0.375,0.135,1,7,XRN2
PDCD6,0.000773512,0.49051096,0.656,0.287,1,7,PDCD6
CCT8,0.000773748,0.791478352,0.531,0.221,1,7,CCT8
POP5,0.000781301,0.404675962,0.344,0.115,1,7,POP5
UBE2L64,0.000783181,0.414057783,0.75,0.341,1,7,UBE2L6
COX6A1P21,0.000784767,0.687190169,0.469,0.186,1,7,COX6A1P2
COX20,0.0007849,0.633535849,0.25,0.075,1,7,COX20
NDUFB31,0.000804763,0.655050183,0.375,0.137,1,7,NDUFB3
COX6A12,0.000804868,0.411094987,0.938,0.475,1,7,COX6A1
ARHGAP30,0.000805041,0.2880765,0.438,0.16,1,7,ARHGAP30
PRKAR1A1,0.000819716,0.704993475,0.438,0.172,1,7,PRKAR1A
NOB1,0.000830189,0.59743687,0.312,0.103,1,7,NOB1
STX5,0.000840874,0.471350071,0.344,0.117,1,7,STX5
ZNF581,0.000841919,0.678298136,0.312,0.104,1,7,ZNF581
NDUFB51,0.000851634,0.644923206,0.5,0.21,1,7,NDUFB5
BLCAP,0.000852452,0.780279549,0.25,0.077,1,7,BLCAP
HADHB,0.000865702,0.797346678,0.375,0.139,1,7,HADHB
ECHDC1,0.000891798,0.386475107,0.312,0.106,1,7,ECHDC1
CHMP1B2,0.000893184,0.555100879,0.594,0.257,1,7,CHMP1B
NPC22,0.000900927,0.882979931,0.812,0.413,1,7,NPC2
DNPH1,0.000926728,0.479773782,0.312,0.104,1,7,DNPH1
BRD2,0.00095259,0.661715625,0.406,0.154,1,7,BRD2
SURF2,0.000953475,0.675744811,0.281,0.091,1,7,SURF2
HSPE11,0.000967292,0.337518507,0.531,0.207,1,7,HSPE1
GBAS,0.000969538,0.804858961,0.281,0.092,1,7,GBAS
SNRPC,0.000975143,0.423674081,0.531,0.209,1,7,SNRPC
ZCRB1,0.000980116,0.397801276,0.312,0.103,1,7,ZCRB1
TMEM259,0.00099671,0.758231035,0.25,0.077,1,7,TMEM259
RCAN3,0.000996934,0.652139523,0.312,0.107,1,7,RCAN3
TRAPPC12,0.001008067,0.443259134,0.844,0.446,1,7,TRAPPC1
QDPR,0.001009782,0.65065632,0.25,0.076,1,7,QDPR
ZNF511,0.001026124,0.882481628,0.281,0.095,1,7,ZNF511
OFD1,0.001057338,0.847811752,0.281,0.093,1,7,OFD1
TRAPPC4,0.001058425,0.625654377,0.344,0.121,1,7,TRAPPC4
NDUFS2,0.001060067,0.417867066,0.438,0.167,1,7,NDUFS2
DRAP12,0.001060203,0.335163033,0.938,0.461,1,7,DRAP1
C9orf89,0.001081064,0.917314899,0.312,0.109,1,7,C9orf89
GORASP2,0.001159908,0.617550356,0.25,0.077,1,7,GORASP2
RTCB,0.001161308,0.5541204,0.312,0.106,1,7,RTCB
FLOT2,0.001163357,0.708187673,0.281,0.094,1,7,FLOT2
MTMR14,0.001203073,0.604008178,0.312,0.106,1,7,MTMR14
ZDHHC12,0.001217812,1.119761547,0.312,0.114,1,7,ZDHHC12
EIF2AK2,0.001228968,0.79066528,0.312,0.107,1,7,EIF2AK2
TIMMDC1,0.00124757,0.392220426,0.281,0.092,1,7,TIMMDC1
NDUFA62,0.001264746,0.33978897,0.438,0.163,1,7,NDUFA6
C14orf21,0.001284937,0.783783797,0.406,0.166,1,7,C14orf2
HM131,0.001295092,0.701928309,0.375,0.139,1,7,HM13
EMC10,0.001298187,0.441484663,0.344,0.123,1,7,EMC10
C11orf313,0.001311885,0.512881986,0.875,0.441,1,7,C11orf31
DUSP22,0.0013123,0.285195213,0.594,0.255,1,7,DUSP2
DCAF7,0.001312832,0.468312895,0.25,0.077,1,7,DCAF7
DPM2,0.001336085,0.471527953,0.25,0.078,1,7,DPM2
ORMDL1,0.001345762,0.607878522,0.469,0.186,1,7,ORMDL1
NUMB,0.00138552,0.311906042,0.25,0.078,1,7,NUMB
TRIM22,0.001388256,0.435929925,0.5,0.194,1,7,TRIM22
MTDH1,0.001399352,0.583022016,0.625,0.272,1,7,MTDH
ILF2,0.001399964,0.460170002,0.5,0.199,1,7,ILF2
PSENEN2,0.001410089,0.529935492,0.375,0.138,1,7,PSENEN
MIF4GD,0.001429046,0.435856958,0.312,0.108,1,7,MIF4GD
ATP6V1F2,0.001518949,0.473206128,0.781,0.368,1,7,ATP6V1F
CAPZA22,0.001536808,0.394896155,0.5,0.207,1,7,CAPZA2
PSMB32,0.001538327,0.584023943,0.781,0.378,1,7,PSMB3
NUP2142,0.001555606,0.466041649,0.375,0.142,1,7,NUP214
VBP1,0.001565833,0.533312587,0.312,0.11,1,7,VBP1
GNAI22,0.001598055,0.394889662,0.531,0.226,1,7,GNAI2
DDIT3,0.001633342,0.388716597,0.25,0.079,1,7,DDIT3
SET,0.00164502,0.299059968,0.375,0.136,1,7,SET
WAS1,0.001668514,0.642766624,0.5,0.218,1,7,WAS
SLC25A32,0.001676161,0.812911747,0.906,0.521,1,7,SLC25A3
SRM,0.001690695,0.563482106,0.344,0.128,1,7,SRM
MRPL55,0.001718502,0.483365036,0.438,0.172,1,7,MRPL55
YDJC,0.001744515,0.536561696,0.25,0.08,1,7,YDJC
CASP12,0.001751364,0.635282093,0.594,0.268,1,7,CASP1
H2AFV,0.00175264,0.57608557,0.562,0.251,1,7,H2AFV
CSDE11,0.001768815,0.376492873,0.688,0.299,1,7,CSDE1
TMED92,0.00178351,0.498657698,0.562,0.249,1,7,TMED9
SLC31A21,0.001813381,1.131681751,0.25,0.087,1,7,SLC31A2
C4orf482,0.001840476,0.330174287,0.406,0.156,1,7,C4orf48
LDHA2,0.001856218,0.440211707,0.906,0.488,1,7,LDHA
CSNK1D,0.001875432,0.526163421,0.25,0.08,1,7,CSNK1D
ACTR21,0.001884261,0.856023459,0.438,0.19,1,7,ACTR2
RIN31,0.001884766,0.600742773,0.281,0.096,1,7,RIN3
MRPL342,0.001885813,0.611054393,0.469,0.192,1,7,MRPL34
UCP22,0.001887494,0.719046286,0.875,0.558,1,7,UCP2
PARL,0.00188883,0.421123882,0.344,0.126,1,7,PARL
IDH22,0.001908894,0.516440385,0.438,0.181,1,7,IDH2
COX5A2,0.001913804,0.34839506,0.75,0.35,1,7,COX5A
TRIM38,0.001964863,0.682464453,0.25,0.082,1,7,TRIM38
MZT2A2,0.001984207,0.353304829,0.594,0.257,1,7,MZT2A
IAH1,0.002072331,0.427865315,0.406,0.158,1,7,IAH1
ATF41,0.00208251,0.583099532,0.531,0.236,1,7,ATF4
MRPL24,0.002096236,0.470874152,0.25,0.081,1,7,MRPL24
POLDIP2,0.002127976,0.606667413,0.25,0.083,1,7,POLDIP2
STK17B1,0.002132829,0.485682935,0.469,0.194,1,7,STK17B
COX7B,0.002201965,0.670784508,0.312,0.116,1,7,COX7B
RAB5C2,0.002204446,0.408849766,0.625,0.278,1,7,RAB5C
SPN1,0.002205681,0.356124223,0.375,0.142,1,7,SPN
C1orf123,0.00222289,0.602862988,0.281,0.097,1,7,C1orf123
NR4A11,0.002242935,1.163736092,0.281,0.106,1,7,NR4A1
VCP,0.002249499,0.515236328,0.344,0.128,1,7,VCP
MRPS18C,0.002265461,0.40815879,0.312,0.112,1,7,MRPS18C
NDUFC2,0.002287387,0.86876251,0.562,0.253,1,7,NDUFC2
ADA1,0.002296798,0.303317128,0.312,0.111,1,7,ADA
TPM32,0.002302142,0.637929279,0.844,0.471,1,7,TPM3
ISG152,0.002355421,0.417615253,0.844,0.443,1,7,ISG15
PSMD2,0.002379645,0.394848667,0.281,0.096,1,7,PSMD2
IDH3B,0.002388024,0.276927032,0.438,0.171,1,7,IDH3B
CHMP52,0.00239359,0.913574451,0.5,0.218,1,7,CHMP5
APLP22,0.002410719,0.421414798,0.406,0.163,1,7,APLP2
BLOC1S12,0.002427176,0.496667624,0.625,0.309,1,7,BLOC1S1
STARD7,0.002428672,1.253333864,0.25,0.089,1,7,STARD7
UNC1191,0.002462515,0.725693027,0.281,0.1,1,7,UNC119
SLIRP1,0.002468738,0.544973751,0.312,0.114,1,7,SLIRP
PLEK3,0.002497412,0.47866562,0.406,0.167,1,7,PLEK
SCO22,0.002498903,0.565765311,0.344,0.131,1,7,SCO2
SNRPB2,0.002547038,0.447326797,0.344,0.129,1,7,SNRPB2
IMPDH2,0.002549651,0.355402866,0.406,0.16,1,7,IMPDH2
LSM22,0.002560952,0.25212583,0.5,0.2,1,7,LSM2
MCL11,0.002563187,0.551664384,0.75,0.405,1,7,MCL1
MYEOV21,0.002588083,0.414620098,0.531,0.225,1,7,MYEOV2
TPI13,0.002609124,0.480113061,0.844,0.504,1,7,TPI1
TMEM256,0.002637837,0.353853427,0.406,0.161,1,7,TMEM256
SRSF1,0.002694862,0.626887619,0.344,0.131,1,7,SRSF1
PGAM13,0.002700633,0.289340124,0.562,0.233,1,7,PGAM1
ASNA1,0.002778183,0.319888021,0.344,0.127,1,7,ASNA1
HNRNPC,0.002791063,0.395838113,0.844,0.398,1,7,HNRNPC
LSM103,0.002869469,0.298439208,0.5,0.208,1,7,LSM10
TMEM230,0.002876073,0.372291293,0.688,0.309,1,7,TMEM230
RAD23B,0.002882681,0.564450224,0.312,0.115,1,7,RAD23B
FAM89B,0.00289444,0.306834476,0.25,0.083,1,7,FAM89B
SRP19,0.002925459,0.360107948,0.375,0.145,1,7,SRP19
COX7A2L,0.002969945,0.455911667,0.812,0.438,1,7,COX7A2L
ATOX12,0.002970794,0.383468061,0.312,0.115,1,7,ATOX1
ENO12,0.002982316,0.403108166,0.906,0.561,1,7,ENO1
CCT6A,0.003027353,0.378777365,0.406,0.162,1,7,CCT6A
ZYX2,0.003028313,0.349869205,0.375,0.148,1,7,ZYX
SNRPB3,0.003051208,0.377798098,0.719,0.343,1,7,SNRPB
FKBP2,0.0030624,1.402432688,0.344,0.135,1,7,FKBP2
WBSCR22,0.003119895,0.401806566,0.406,0.163,1,7,WBSCR22
MIR1422,0.003121948,0.383061153,0.406,0.165,1,7,MIR142
CCT51,0.003224398,1.284741769,0.438,0.183,1,7,CCT5
NHP2,0.003274065,0.458511606,0.531,0.235,1,7,NHP2
WSB12,0.003302204,0.431411745,0.438,0.179,1,7,WSB1
ARPC52,0.003376349,0.379069647,0.844,0.524,1,7,ARPC5
PPA2,0.003381415,0.471319699,0.25,0.087,1,7,PPA2
SDHC1,0.003415483,0.370327702,0.5,0.212,1,7,SDHC
SCP21,0.003421199,0.52974399,0.562,0.271,1,7,SCP2
NQO2,0.003467327,0.466073579,0.25,0.084,1,7,NQO2
PARVG2,0.003467908,0.519330778,0.375,0.15,1,7,PARVG
C12orf752,0.003595067,0.384820736,0.344,0.135,1,7,C12orf75
ATP5J,0.003624156,1.121673656,0.625,0.291,1,7,ATP5J
NFKBIA1,0.003657986,0.257334125,0.875,0.451,1,7,NFKBIA
CSNK2B3,0.003689097,0.28980999,0.719,0.338,1,7,CSNK2B
TRMT1121,0.003691149,0.250035565,0.812,0.373,1,7,TRMT112
AHNAK2,0.003726894,0.435688837,0.562,0.271,1,7,AHNAK
CTSC3,0.003742318,0.4598509,0.562,0.264,1,7,CTSC
PMF1,0.003785516,0.41526058,0.344,0.134,1,7,PMF1
ACTR1A,0.003811121,1.898247004,0.25,0.089,1,7,ACTR1A
ITGB2-AS1,0.004005037,0.34824107,0.281,0.101,1,7,ITGB2-AS1
MLX1,0.004098412,0.277803484,0.312,0.116,1,7,MLX
Sep 02,0.004103855,0.497498627,0.281,0.102,1,7,Sep 02
IFI62,0.004135222,0.707147735,0.688,0.4,1,7,IFI6
PTBP1,0.00415614,0.385890596,0.312,0.117,1,7,PTBP1
CYB5R4,0.004219412,0.421312087,0.281,0.102,1,7,CYB5R4
ATXN10,0.004275507,0.590820906,0.312,0.124,1,7,ATXN10
CAMTA1,0.00427627,0.440309166,0.25,0.087,1,7,CAMTA1
TMEM167A,0.004378357,0.720727065,0.25,0.089,1,7,TMEM167A
FDX11,0.004416402,0.455778738,0.375,0.152,1,7,FDX1
LAMTOR52,0.004416609,0.452981453,0.594,0.276,1,7,LAMTOR5
NSL1,0.004432947,0.542476086,0.25,0.088,1,7,NSL1
PTP4A21,0.004434595,0.314815841,0.531,0.233,1,7,PTP4A2
RAB4A,0.00445476,0.413350671,0.312,0.117,1,7,RAB4A
PLP22,0.004488814,0.496373365,0.688,0.339,1,7,PLP2
ATP5G21,0.004525761,0.301688262,1,0.821,1,7,ATP5G2
DIAPH1,0.004559047,0.421399219,0.25,0.088,1,7,DIAPH1
PKM1,0.004575361,0.348414047,0.812,0.421,1,7,PKM
STAT1,0.004616166,0.349678803,0.344,0.136,1,7,STAT1
SNX6,0.004739996,0.472335402,0.375,0.153,1,7,SNX6
MIDN1,0.004786332,0.505633822,0.281,0.105,1,7,MIDN
STX72,0.004813716,0.51602381,0.312,0.122,1,7,STX7
CLTA2,0.004829207,0.507631845,0.594,0.289,1,7,CLTA
PRMT10,0.004878201,0.367963778,0.25,0.087,1,7,PRMT10
SNRNP40,0.004908629,0.335869544,0.312,0.117,1,7,SNRNP40
DNAJC8,0.004918765,1.870607068,0.469,0.216,1,7,DNAJC8
BRK12,0.00497477,0.41937908,0.875,0.549,1,7,BRK1
SRSF4,0.005012219,0.253171301,0.344,0.133,1,7,SRSF4
IRF2BP2,0.005069287,0.533898096,0.281,0.105,1,7,IRF2BP2
ZRANB2,0.005153438,0.298430067,0.25,0.087,1,7,ZRANB2
SSR1,0.005154653,0.349058327,0.344,0.135,1,7,SSR1
PSMD81,0.005192062,0.630744114,0.594,0.297,1,7,PSMD8
TUBB4B1,0.005287107,0.266079856,0.344,0.133,1,7,TUBB4B
GPX42,0.005556553,0.502221611,0.812,0.541,1,7,GPX4
PRMT1,0.00561475,0.343750162,0.438,0.185,1,7,PRMT1
PSME23,0.005698134,0.450152761,0.844,0.55,1,7,PSME2
SHARPIN,0.005713021,0.601129255,0.25,0.092,1,7,SHARPIN
VDAC2,0.005773141,0.282357443,0.625,0.282,1,7,VDAC2
TUBA1A1,0.006123776,0.535651186,0.75,0.459,1,7,TUBA1A
RP1-241P17.4,0.006232032,0.324083922,0.312,0.12,1,7,RP1-241P17.4
CUEDC2,0.00627893,0.311359459,0.312,0.12,1,7,CUEDC2
EIF2AK1,0.006284063,0.517953339,0.25,0.091,1,7,EIF2AK1
PDLIM2,0.006297121,0.349901086,0.375,0.154,1,7,PDLIM2
COPZ1,0.006309063,0.402849374,0.438,0.191,1,7,COPZ1
RPL232,0.006318875,0.37755172,1,0.856,1,7,RPL23
CDK5RAP3,0.006396339,0.338499609,0.281,0.105,1,7,CDK5RAP3
PDCL31,0.006443685,0.343604052,0.312,0.121,1,7,PDCL3
RNF72,0.006463639,0.481232247,0.5,0.248,1,7,RNF7
U2AF1L4,0.006473793,0.460799243,0.25,0.09,1,7,U2AF1L4
ATP6V0B2,0.00650877,0.285846195,0.656,0.334,1,7,ATP6V0B
NDUFA15,0.006562241,0.274234323,0.688,0.328,1,7,NDUFA1
ITGAE,0.006608109,0.400864955,0.281,0.107,1,7,ITGAE
TNFRSF1A1,0.006673963,0.267357732,0.25,0.091,1,7,TNFRSF1A
MID1IP1,0.006693083,0.349813757,0.312,0.125,1,7,MID1IP1
POLR2E,0.006732601,0.37618636,0.375,0.161,1,7,POLR2E
MRP631,0.00674992,0.412327484,0.438,0.198,1,7,MRP63
C20orf272,0.006803824,0.296804886,0.312,0.127,1,7,C20orf27
MAGOH,0.00684363,0.282266376,0.406,0.173,1,7,MAGOH
KDELR1,0.00693837,0.293321373,0.281,0.105,1,7,KDELR1
PRKCSH,0.007077472,0.452820237,0.344,0.141,1,7,PRKCSH
RNASEH2B1,0.007222632,0.54253763,0.375,0.164,1,7,RNASEH2B
MT-CO12,0.007369601,0.282063884,1,0.995,1,7,MT-CO1
ZNF7062,0.007441946,0.456392377,0.656,0.309,1,7,ZNF706
MT-ND5,0.007626187,0.745682002,0.906,0.512,1,7,MT-ND5
NME4,0.0076265,0.268712588,0.312,0.122,1,7,NME4
SF3A3,0.007680887,0.437115595,0.25,0.093,1,7,SF3A3
PSMA3,0.008153155,0.642354805,0.344,0.15,1,7,PSMA3
MRPS61,0.008172471,0.293221606,0.375,0.161,1,7,MRPS6
UBE2J11,0.008410464,0.490582061,0.281,0.112,1,7,UBE2J1
TMED21,0.008466462,0.418879441,0.562,0.273,1,7,TMED2
PHB2,0.008726395,0.523831363,0.438,0.2,1,7,PHB2
C21orf59,0.008750563,0.691403103,0.25,0.096,1,7,C21orf59
BEX4,0.00879129,0.49198357,0.281,0.113,1,7,BEX4
LYPLA1,0.008836857,0.450687129,0.344,0.153,1,7,LYPLA1
ATP1B31,0.00885822,0.327565678,0.375,0.163,1,7,ATP1B3
UFC1,0.008932682,0.414648268,0.688,0.372,1,7,UFC1
BUD312,0.008935557,0.352378381,0.531,0.253,1,7,BUD31
EIF3I1,0.008964291,0.298707068,0.656,0.315,1,7,EIF3I
CARD162,0.008992489,0.47570915,0.625,0.282,1,7,CARD16
PSMB73,0.009095797,0.380463684,0.625,0.312,1,7,PSMB7
FLOT11,0.00911685,1.04659202,0.281,0.113,1,7,FLOT1
TSEN34,0.009136548,0.330546761,0.25,0.094,1,7,TSEN34
ATRAID1,0.009155988,0.260352432,0.594,0.274,1,7,ATRAID
LSM71,0.009568413,0.844514481,0.562,0.267,1,7,LSM7
VIMP1,0.009572578,0.542082446,0.344,0.15,1,7,VIMP
RFXANK,0.009768503,0.267962848,0.281,0.111,1,7,RFXANK
MDH12,0.009809749,0.705389493,0.5,0.233,1,7,MDH1
GP9,0,11.48421578,0.923,0.002,0,8,GP9
AP001189.4,0,11.38638617,0.846,0.001,0,8,AP001189.4
ITGA2B,0,11.58502228,0.846,0.002,0,8,ITGA2B
LY6G6F,0,14.35860806,0.615,0,0,8,LY6G6F
TMEM40,7.78214755153177e-317,11.13751798,0.769,0.002,1.06724371521707e-312,8,TMEM40
Sep 05,2.85E-299,11.15843378,0.692,0.001,3.91E-295,8,Sep 05
TREML1,3.47E-261,10.95649041,0.769,0.003,4.76E-257,8,TREML1
CLDN5,4.07E-228,13.26086819,0.462,0,5.58E-224,8,CLDN5
HGD,4.65E-228,11.15470575,0.462,0,6.37E-224,8,HGD
PTCRA,1.46E-222,11.16977521,0.769,0.004,2.00E-218,8,PTCRA
RP11-879F14.2,7.32E-222,13.92599403,0.385,0,1.00E-217,8,RP11-879F14.2
C2orf88,2.05E-217,11.22360934,0.538,0.001,2.81E-213,8,C2orf88
SPARC,2.98E-216,9.704976312,1,0.008,4.08E-212,8,SPARC
CMTM5,4.51E-203,10.42873274,0.615,0.002,6.19E-199,8,CMTM5
GNG11,5.18E-200,11.35610413,1,0.01,7.11E-196,8,GNG11
GP1BA,2.48E-189,9.2867854,0.615,0.003,3.40E-185,8,GP1BA
PF4,9.25E-186,11.10046443,1,0.011,1.27E-181,8,PF4
ITGB3,5.04E-185,11.10835803,0.385,0,6.92E-181,8,ITGB3
SDPR,1.96E-181,10.57443276,1,0.011,2.69E-177,8,SDPR
SCGB1C1,2.14E-177,9.994490987,0.462,0.001,2.93E-173,8,SCGB1C1
CLEC1B,1.27E-167,10.25561528,0.538,0.002,1.75E-163,8,CLEC1B
AC147651.3,1.50E-167,9.89265319,0.538,0.002,2.06E-163,8,AC147651.3
PVALB,1.97E-142,10.68953451,0.308,0,2.70E-138,8,PVALB
ARHGAP6,2.22E-142,9.220072852,0.308,0,3.05E-138,8,ARHGAP6
FAXDC2,4.35E-139,10.52222088,0.385,0.001,5.96E-135,8,FAXDC2
PDZK1IP1,6.49E-119,10.63874661,0.308,0.001,8.90E-115,8,PDZK1IP1
TUBA8,7.19E-119,9.511313674,0.308,0.001,9.86E-115,8,TUBA8
CTTN,7.97E-119,9.968181397,0.308,0.001,1.09E-114,8,CTTN
ACRBP,1.59E-113,9.612695509,0.692,0.009,2.18E-109,8,ACRBP
ESAM,1.89E-111,9.204203253,0.385,0.002,2.60E-107,8,ESAM
RP11-367G6.3,1.36E-109,8.138444254,0.615,0.007,1.87E-105,8,RP11-367G6.3
TUBB1,1.34E-107,9.976674637,0.846,0.015,1.83E-103,8,TUBB1
CLU,3.00E-107,10.34745667,0.846,0.015,4.12E-103,8,CLU
MYL9,5.41E-106,9.668447177,0.615,0.007,7.41E-102,8,MYL9
F13A1,1.73E-103,8.110030127,0.692,0.01,2.37E-99,8,F13A1
PPBP,1.92E-102,11.08439737,1,0.024,2.63E-98,8,PPBP
FSTL1,4.51E-102,9.014301237,0.308,0.001,6.19E-98,8,FSTL1
ALOX12,3.15E-101,8.781711248,0.385,0.002,4.32E-97,8,ALOX12
NRGN,4.26E-93,7.79755233,1,0.027,5.84E-89,8,NRGN
CA2,1.95E-92,9.189194854,0.769,0.015,2.68E-88,8,CA2
PTGS1,1.17E-89,7.646995647,0.615,0.009,1.61E-85,8,PTGS1
RGS18,8.52E-88,7.475099761,1,0.029,1.17E-83,8,RGS18
CD9,6.26E-85,8.998383064,0.923,0.025,8.58E-81,8,CD9
C6orf25,1.34E-84,8.098288035,0.462,0.005,1.84E-80,8,C6orf25
C19orf33,2.13E-79,9.041997025,0.308,0.002,2.92E-75,8,C19orf33
HIST1H2BJ,1.19E-74,8.920223263,0.385,0.004,1.63E-70,8,HIST1H2BJ
HIST1H2AC,1.37E-70,8.646185197,0.923,0.032,1.88E-66,8,HIST1H2AC
MMD,5.97E-67,7.973687726,0.692,0.018,8.19E-63,8,MMD
SNCA,3.98E-65,7.122807861,0.692,0.018,5.46E-61,8,SNCA
GAS2L1,6.31E-58,6.89364851,0.538,0.012,8.65E-54,8,GAS2L1
DMTN,4.93E-56,8.724137952,0.385,0.006,6.77E-52,8,DMTN
ANKRD9,3.02E-51,7.579615,0.308,0.004,4.14E-47,8,ANKRD9
ABCC3,7.04E-45,7.117471292,0.308,0.005,9.65E-41,8,ABCC3
TSC22D1,1.66E-44,8.500851164,0.538,0.016,2.27E-40,8,TSC22D1
PGRMC1,1.19E-43,6.854213489,0.769,0.037,1.64E-39,8,PGRMC1
TPM1,4.75E-40,7.118758752,0.615,0.025,6.52E-36,8,TPM1
MAP3K7CL,5.48E-38,7.131701942,0.462,0.014,7.51E-34,8,MAP3K7CL
RUFY1,7.27E-37,6.4855196,0.846,0.056,9.97E-33,8,RUFY1
SENCR,3.65E-35,6.206415398,0.385,0.01,5.00E-31,8,SENCR
MPP11,1.08E-33,6.388699729,0.846,0.062,1.49E-29,8,MPP1
TPTEP1,7.63E-29,6.534127081,0.385,0.013,1.05E-24,8,TPTEP1
PDLIM11,1.87E-28,5.245474955,0.769,0.059,2.56E-24,8,PDLIM1
MLH3,1.51E-27,5.747138392,0.462,0.02,2.07E-23,8,MLH3
TPM41,2.10E-26,5.867033513,1,0.126,2.88E-22,8,TPM4
NGFRAP1,2.67E-25,5.91543619,0.846,0.087,3.66E-21,8,NGFRAP1
ACTN1,8.94E-25,5.176572,0.769,0.07,1.23E-20,8,ACTN1
SCFD2,2.83E-24,6.33701323,0.308,0.01,3.88E-20,8,SCFD2
FAM63A,1.33E-22,5.919456942,0.308,0.011,1.83E-18,8,FAM63A
GRAP2,2.79E-21,5.716857252,0.846,0.107,3.82E-17,8,GRAP2
PARVB,3.17E-21,6.219765728,0.615,0.05,4.35E-17,8,PARVB
Mar 02,2.29E-20,5.724751093,0.615,0.053,3.15E-16,8,Mar 02
ILK,2.34E-20,5.370367048,0.846,0.109,3.21E-16,8,ILK
TMEM91,2.52E-20,5.260315756,0.462,0.028,3.46E-16,8,TMEM91
HIST1H2BD,3.30E-20,5.571748125,0.308,0.012,4.53E-16,8,HIST1H2BD
PLA2G12A,3.21E-19,5.231582059,0.538,0.043,4.40E-15,8,PLA2G12A
FAH,3.54E-19,5.901654797,0.308,0.013,4.85E-15,8,FAH
PNMA1,4.38E-19,5.557894625,0.462,0.03,6.01E-15,8,PNMA1
ODC1,1.88E-18,5.164017362,0.769,0.098,2.58E-14,8,ODC1
P2RX1,1.21E-17,5.435098956,0.385,0.022,1.66E-13,8,P2RX1
SNN,9.59E-17,5.866285403,0.615,0.065,1.32E-12,8,SNN
NCOA42,1.64E-16,6.063823591,0.846,0.141,2.25E-12,8,NCOA4
CTSA1,2.30E-16,5.077960274,0.846,0.148,3.15E-12,8,CTSA
DAAM1,3.72E-16,4.867343221,0.308,0.016,5.11E-12,8,DAAM1
H1F0,1.17E-15,4.191014024,0.385,0.025,1.60E-11,8,H1F0
TUBA1C,1.22E-15,4.821402603,0.538,0.053,1.67E-11,8,TUBA1C
KIAA0513,2.16E-15,5.520727525,0.308,0.017,2.97E-11,8,KIAA0513
MGLL,6.53E-15,5.228426635,0.308,0.017,8.95E-11,8,MGLL
CAPN1,7.77E-15,4.157109619,0.769,0.122,1.07E-10,8,CAPN1
HIST1H2BK,1.16E-14,5.298777755,0.615,0.076,1.59E-10,8,HIST1H2BK
CHMP6,1.57E-14,4.237612805,0.538,0.055,2.16E-10,8,CHMP6
MFSD11,2.95E-14,5.449498875,0.538,0.059,4.04E-10,8,MFSD1
GMPR,5.22E-14,5.690065773,0.308,0.019,7.16E-10,8,GMPR
CD151,5.89E-14,5.189446745,0.462,0.043,8.07E-10,8,CD151
FHL1,9.89E-14,5.176104594,0.385,0.03,1.36E-09,8,FHL1
FERMT31,1.90E-13,4.872509657,0.846,0.181,2.60E-09,8,FERMT3
RNF11,2.35E-13,5.0225754,0.538,0.062,3.22E-09,8,RNF11
ABHD16A,4.67E-13,5.126100193,0.308,0.02,6.40E-09,8,ABHD16A
HIST2H2BE,6.20E-13,4.805024862,0.385,0.032,8.51E-09,8,HIST2H2BE
CALM31,6.99E-13,3.863867354,1,0.36,9.59E-09,8,CALM3
GSN1,1.27E-12,5.255447841,0.462,0.048,1.74E-08,8,GSN
CD27-AS1,1.35E-12,4.835946881,0.308,0.021,1.86E-08,8,CD27-AS1
RSU1,2.94E-12,4.08658294,0.692,0.116,4.04E-08,8,RSU1
GPX12,4.50E-12,4.971416354,1,0.42,6.17E-08,8,GPX1
MCUR1,4.85E-12,4.989595393,0.462,0.049,6.65E-08,8,MCUR1
CCL52,5.68E-12,3.078292177,1,0.313,7.79E-08,8,CCL5
